ItemID,Sentiment,SentimentText
1051,NEUTRO,¿Preservar el empleo? ðŸ‘‰ https://t.co/qhsphQpgAt Â¿Preservar la salud? ðŸ‘‰ https://t.co/xoF5dvyTEG ðŸ™ˆðŸ™ˆðŸ™ˆ https://t.co/6V05zzD8Gt
1052,NEUTRO,La pandemia del #coronavirus les cortÃ³ las alas a las AerolÃ­neas de AmÃ©rica Latina. Â¿CuÃ¡nto tardarÃ¡n en recuperarse?â–¶ï¸ https://t.co/T8OenRqhwg
1053,NEUTRO,"Ayer tuve un sueñoo; que crossover tan brutal! HabÃ­an power rangers, coronavirus, alilens, JesÃºs y hasta la @rosalia jajaja"
1054,NEUTRO,@tiendamiacom EstÃ¡n vivos? O cobraron y se fueron con el Coronavirus?
1055,NEUTRO,"@pau_maldo Compartiendo el conocimiento que he adquirido mediante la lectura de artÃ­culos y clases, el coronavirus no fue creado en un laboratorio. Esto desde mi punto de vista. Se han secuenciado genomas virales de pangolines y murciÃ©lagos, por lo que se cree que proviene de ellos."
1056,NEUTRO,"@pau_maldo HistÃ³ricamente hablando, han habido varios brotes de coronavirus. La situaciÃ³n ahora es que este virus es transmisible entre especies; aparte, ha desarrollado la capacidad de mutar. Las mutaciones son procesos naturales por excelencia y pueden a veces ser inducidos."
1057,NEUTRO,¿Cómo explicarle a los niños ðŸ‘§ðŸ‘¦ lo que sucede en el mundo debido al #coronavirus ðŸ¦ ðŸ˜·? Conozca la idea de una locutora quiteÃ±aâ–º https://t.co/J5ZZvzTrnq https://t.co/Ed6Nh2wTe8
1058,NEUTRO,Quiero que haya un drive in cinema en Ecuador! Es Coronavirus friendly y todo ðŸ¤ª
1059,NEUTRO,"@danielpesantes que en mi epitafio diga: el que no conoce el poder de la lechuza, a cualquier coronavirus le reza jajajaja."
1060,NEUTRO,Los tiempos cambian!! Jeje #coronavirus #proteccion https://t.co/UN0jcXvyLZ
1061,NEUTRO,El amonio cuaternario debe ser usado solo sobre objetos y superficies https://t.co/zR2nljJo7i
1062,NEUTRO,Imagen de personal mÃ©dico rezando en Tijuana se vuelve viral https://t.co/v6YCBBZzZv por @ntelevisa_com
1063,NEUTRO,"#Covid_19 ðŸ˜· El Pdte. uruguayo Lacalle Pou, y demÃ¡s secretarios del gobierno, estarÃ¡n en cuarentena tras reportarse un caso de coronavirus en el gabinete. Fuente @NotiPatria_Ve https://t.co/KpAOBUYU8J"
1064,NEUTRO,El mensaje de Blanco a AFA por el caso de coronavirus https://t.co/5j0GjGxtl2 https://t.co/WxHqRDrUaV
1065,NEUTRO,#LatamChequea Â¡#PILAS! El SARS-COV-2 es el nombre del virus causante de la enfermedad COVID-19. Los coronavirus son una extensa familia que pueden causar patologÃ­as en animales y seres humanos. #NoComasCuento y revisa: https://t.co/a7TOIqpAZV https://t.co/7O1pLEbyTW
1066,NEUTRO,@eluniversocom el 14 de mayo publicaron https://t.co/DKM9ddcpky q ante la emergencia los trÃ¡mites serÃ¡n en lÃ­nea y ahora @IESSec responde q igual hay q llevar la documentaciÃ³n de forma fÃ­sica!
1067,NEUTRO,Entrevista a Dr. Gustavo Medina LÃ³pez en â€œAnÃ¡lisis en Tiempos de Coronavirusâ€ Dr. Gustavo Medina LÃ³pez. Lic. en Derecho y Doctorado en Jurisprudencia. Mira la entrevista en mi canal de YouTube #MarielaTv o haz click en el siguiente enlace ðŸ‘‰ðŸ¼ðŸ‘‰ðŸ¼ https://t.co/Sqes9nFraH https://t.co/1NJRJHQywF
1068,NEUTRO,¿Cómo prevenir la enfermedad en la comunidad indÃ­gena? Revisa esta guÃ­a de @CONAIE_Ecuador para manejo del coronavirus en territorios indÃ­genas.  https://t.co/mmr54nQF4H
1069,NEUTRO,Esta es una de las cientos de preguntas que tengo sobre la #Crisis #coronavirus #AyudaHumanitaria #GobiernoDeInutiles https://t.co/x0l8IyRO0e
1070,NEUTRO,"📞Si tiene síntomas o dudas del #Coronavirus COVID-19, contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio 

 # QuedateEnCasa 
# CuidarteEsCuidarnos https://t.co/oWwGqY1gw3"
1071,NEUTRO,¡Es definitivo! Dejaremos el local de la 10 de Agosto y atenderemos en nuestras oficinas o a travÃ©s de envÃ­os ðŸšš Informaremos oportunamente la apertura del nuevo local. Nuestro compromiso permanente ese servirles #Quito  #pandemia #coronavirus #Covid_19 #Ecuador #COVID19 https://t.co/Kg2yTqubVK
1072,NEUTRO,"La #PremierLeague confirmÃ³ hoy que, de los 1.008 #test realizados los dÃ­as 25 y 26 de mayo, a #jugadores y #empleados esta semana, cuatro han dado #positivo por #coronavirus. https://t.co/2XiWIdLwNg"
1073,NEUTRO,"Las superficies no son la forma principal de propagación del coronavirus, afirman los CDC https://t.co/AZTDVlJMrq"
1074,NEUTRO,Reflexiona en tiempos del #Coronavirus: https://t.co/hi5MybcggT
1075,NEUTRO,ðŸ”´ #ATENCIÃ“N | AsÃ­ han incrementado los casos confirmados de coronavirus en las provincias de Ecuador. ðŸ¦ ðŸ˜· https://t.co/ntYa8xTBVm
1076,NEUTRO,"""Los municipios deberían asumir la competencia de la salud"" https://t.co/7a7PHAbprm"
1077,NEUTRO,@mariomorelio Te falto el tengo coronavirus
1078,NEUTRO,"¿Qué impacto económico tendrá 
el #coronavirus en #AmericaLatina ? 
Mas informacion: https://t.co/yjDJNRnpbp"
1079,NEUTRO,"Obra que tras la pandemia sanitaria del coronavirus, nos obligó ha reprogramar los tiempos de ejecución.
Tenemos optimismo y voluntad política para cumplir con nuestro objetivo.
El compromiso gubernamental sigue firme.
#AEcuadorLoSacamosTodos https://t.co/XnFw4Tej1t"
1080,NEUTRO,Acabo de conversar con Vladimir Putin sobre la crisis del coronavirus. Un tipazo el tí­o Putin. #MorenoStyle https://t.co/7wB3ZFNYv2
1081,NEUTRO,@Primicias @Lenin Ya que #Alemania andaba muy dispuesta a reclamar una indemnizaciÃ³n por parte de #China debido al #coronavirus #COVID__19 esta de aprovechar esta conversaciÃ³n para que #Ecuador se le una en la demanda.
1082,NEUTRO,"El #Coronavirus o la #Corrupción decenas de allanamientos en Hospitales, IESS, Municipios, Prefecturas, Viviendas, y lo peor de todo es que las autoridades responsables de administrar (Para eso les pagamos sueldo) Digan que no sabÃ­an allÃ­ cabe la pregunta ¿Ineptos o Cómplices?"
1083,NEUTRO,Plantel de Emelec se realiza pruebas de coronavirus https://t.co/X1g6T1Zg5k
1084,NEUTRO,Sigue el avance de las noticias mÃ¡s destacas sobre el #coronavirus en #Ecuador y el mundo con el minuto a minuto de EXPRESO. ðŸ”½
1085,NEUTRO,"#ACTUALIDAD | El alcalde de Quito, Jorge Yunda, se pronunciÃ³ respecto al allanamiento que la FiscalÃ­a realizÃ³ a las instalaciones del Municipio ante presuntos actos de corrupciÃ³n en la adquisiciÃ³n de pruebas para el diagnÃ³stico de coronavirus."
1086,NEUTRO,El coronavirus volvió pomada a los políticos https://t.co/6XI6EeGg8V
1087,NEUTRO,#coronavirus â¦@CNNEEâ© â¦@el_telegrafoâ© â¦@Expresoecâ© â¦@CJudicaturaEcâ© â¦@AFPespanolâ© â¦@americaeconomiaâ© â¦@economista33â© . La prueba del â¦@SurvivingCovidâ© â¦@CoronaVid19â© â¦@Leninâ© â¦@MinTrabajoEcâ© â¦@MinSaludColâ© https://t.co/vVVcyzGJXw
1088,NEUTRO,"La OMS y Francia frenaron el uso de la hidroxicloroquina para tratar la COVID-19. Mientras, Donald Trump y Brasil la promueven como tratamiento. Â¿QuÃ© se sabe de esta molÃ©cula para combatir el coronavirus?â–¶ï¸ https://t.co/TOeyFik5Js"
1089,NEUTRO,Coronavirus acÃ¡bate yaaa!!!!
1090,NEUTRO,"El triatleta neozelandÃ©s Cameron Brown, dos veces plata y dos veces bronce en el IM de Kona, sigue entrenando duro a sus 48 aÃ±os #Notricias #SoyTriatleta #Trimexico https://t.co/jcZeo2chk9"
1091,NEUTRO,Si quieres unirte a la Cumbre Latinoamericana de Management - La empresa Post Coronavirus https://t.co/tG2p0MfkZi
1092,NEUTRO,"#EEUU | Solo el 50% de los estadounidenses aceptarÃ­a vacunarse contra el #coronavirus â–¶ï¸ https://t.co/0iKyxFysvh https://t.co/VVUTZ9v9dG"""
1093,NEUTRO,¿Y ahora?! (DOCUMENTO) La #FEF informa que no ha recibido ayuda econÃ³mica de la #Conmebol para la crisis del #Coronavirus. ðŸ”—https://t.co/XvDWLadwVm https://t.co/p4GUVRq4x6
1094,NEUTRO,@myketowersykz Andaban enmascarados antes del coronavirus ðŸ”¥ðŸ”¥
1095,NEUTRO,Te conseguimos el plan acorde a tu economí­a Queremos ser tu agente asesor de seguros #esmejortenerunseguro #seguros #segurodevida #asistenciamedica #covid_19 #lafamilia #coronavirus #tranquilidadtotal #litumaseguros Link WhatsApp ðŸ“²  https://t.co/S0TLKhbMJK https://t.co/0Hv0HbSQZD
1096,NEUTRO,"#AHORA | Ministra de @MinGobiernoEc, @mariapaularomo, habla sobre diseÃ±o de semÃ¡foro para el mes de junio, en #CadenaNacional por #coronavirus  #SucreEnLaNoticia https://t.co/Xvpad9ou7P"
1097,NEUTRO,"INFORME | A través del #COEPichincha, presentamos los datos actualizados sobre la situaciÃ³n del coronavirus (#COVID19) por parroquia â¬‡ï¸ #QuÃ©dateEnTuCasa https://t.co/i1ZDpAey4p"
1098,NEUTRO,"Entrevista a Mariuxi RodrÃ­guez en â€œAnÃ¡lisis en Tiempos de Coronavirusâ€ Mariuxi RodrÃ­guez, Rectora de la Unidad Educativa CREAR. Mira la entrevista completa en mi canal de YouTube #MarielaTv o haz click en el siguiente enlace ðŸ‘‰ðŸ¼ðŸ‘‰ðŸ¼  https://t.co/7iEdv0Tk8v https://t.co/149UnKPRCt"
1099,NEUTRO,Pestañita ya mismo se Contagia De coronavirus https://t.co/t2GdJB2HNG
1100,NEUTRO,Actualización de casos positivos de Coronavirus por cantones. Fuente GobernaciÃ³n de #Tungurahua https://t.co/6g5GWsOYZB
1101,NEUTRO,Venta de mascarillas multiuso Dos tipos: Doble y triple capa ðŸ‡ªðŸ‡¨ Envios a nivel nacional ðŸ›µðŸš— Entrega inmediata en #Guayaquil. Contamos con Registro Sanitario. Para mayor información Llamadas 0993559690 #WhatsApp 0958740011. #coronavirus #covid19 #â€¦ https://t.co/ryQVzOVLqX https://t.co/R7B1HMWxYv
1102,NEUTRO,"#GUAYAS | Debido a las denuncias de irregularidades hacia el Gobierno del Guayas en los contratos de compra de mascarillas y pruebas de coronavirus, el prefecto @CLMoralesB se pronunciÃ³ al respecto y expuso las medidas que van a tomar en este caso. https://t.co/1LH7b9bnWB"
1103,NEUTRO,Confirman 34 nuevos casos de coronavirus para un total de 1245 en Venezuela
1104,NEUTRO,Ibuprofeno y coronavirus: “No tiene lógica tratar el COVID-19 sin un antiinflamatorio” https://t.co/deKFsnmqGi
1105,NEUTRO,Verán como mañana le da coronavirus a Carlos Luis Morales!!!!
1106,NEUTRO,Para pensar un poco https://t.co/oQbDCf4fPh #coronavirus #COVID19Ecuador #
1107,NEUTRO,"(1/4) #LaVerdad | -El 03/01/ 2020, China comenzÃ³ a enviar actualizaciones periÃ³dicas y oportunas sobre el nuevo coronavirus a la @WHO (OMS), otros paÃ­ses incluidos los #EEUU y las regiones de Hong Kong, Macao y TaiwÃ¡nðŸ‘‡"
1108,NEUTRO,Cancelado porque le dio coronavirus al espacio dicen
1109,NEUTRO,"CRÓNICA | Los bulos tienen las patas tan largas que hasta acaban apareciendo en un informe de la Guardia Civil, por IÃ±igo SÃ¡enz de Ugarte https://t.co/muTVJKLymo a travÃ©s de @eldiarioes"
1110,NEUTRO,"Todos invitados al webinar: â€˜#Coronoavirus en #aguas #residualesâ€™ impartido por nuestra colega #LauraGuerrero-Latorre, el 1 de junio 9:10. Link de ingreso:https://t.co/TSbRufJnDN https://t.co/hDdEGkdRnB"
1111,NEUTRO,En EspaÃ±a se jugarÃ¡n partidos todos los dÃ­as para completar la temporada que se suspendiÃ³ por el coronavirus. Â» https://t.co/tUjl2Yp47o
1112,NEUTRO,Me sorprende que DelfÃ­n Quishpe aÃºn no haya sacado una canciÃ³n del coronavirus.
1113,NEUTRO,Así­ se reabren los cines en #Alemania . #NuevaNormalidad #coronavirus #DistanciamientoSocial #DistanciaSegura https://t.co/tNN2LmElj4
1114,NEUTRO,"Tres internos de este recinto penitenciario han sido hospitalizados, pero que los otros dos no tienen sÃ­ntomas relacionados con #Coronavirus: https://t.co/cPUhrMjwGl https://t.co/DIs2CeHmJB"
1115,NEUTRO,Estas son las cifras de #Covid_19 en #Ecuador y #AmÃ©ricaDelSur hasta este 27 de mayo de 2020. Detallesâ–ºhttps://t.co/yPjys0V0fQ https://t.co/BpovY2oAvN
1116,NEUTRO,El #COVID19 ha puesto en jaque a la globalizaciÃ³n. Â¿Es posible pensar en modelos de integraciÃ³n mÃ¡s cercanos? Modesto Correa de la @ucasagrande piensa que sÃ­. Para eso existen experiencias previas puestas en marcha para enfrentar la emergencia sanitaria. https://t.co/TVAoOqnIJH https://t.co/gucxvQhJlb
1117,NEUTRO,@SRIoficialEc Buenas tardes para cuando empieza la devolucion del IVA por discapacidad? #COVID19Ecuador #coronavirus @MIES_Zona5
1118,NEUTRO,ðŸŒžðŸ˜· Tiempos de pandemia!! #pandemia #covid_19 #covid-19 #coronavirus https://t.co/i4BIGKzye7
1119,NEUTRO,"""He alucinado"". La reacciÃ³n de una concursante de ""Supervivientes"" al ver por primera vez cÃ³mo el coronavirus ha cambiado el mundo https://t.co/4Gp0lq1vSJ https://t.co/crSvAjA64M"
1120,NEUTRO,"Buena, buena! Aunque Ocles, recibiÃ³ un trato diferente a otros que no son investigados. #Ocles es """"La de mala suerte"""", como dice la canciÃ³n. #Ecuador #coronavirus https://t.co/ZBz7gMI5mb"
1121,NEUTRO,Estos son los datos actualizados de #Covid_19 en #Ecuador y #SudamÃ©rica. MÃ¡s detalles en: https://t.co/dH8Z2jmowm https://t.co/NAvNmAAlLw
1122,NEUTRO,"@DelInfier @elcomerciocom El covid19 es el nuevo coronavirus de este tiempo, coronavirus como tal existe hace cientos de aÃ±os"
1123,NEUTRO,.@BarcelonaSC informa que esta es la segunda prueba a las que se someten los jugadores; la primera fue cuando se suspendieron los entrenamientos e iniciÃ³ la cuarentena: https://t.co/o0ovv04Xgd https://t.co/TQcQ8eGXcd
1124,NEUTRO,"""ðŸ”´#CovidAlDÃ­a | CIFRAS DIARIAS DEL CORONAVIRUS EN ECUADOR (27/05/2020) *Datos entregados por @Riesgos_Ec * Estas son las cifras que ha arrojado el #Covid19Ec. Actualizadas del MiÃ©rcoles 27 de Mayo del 2020, en el paÃ­s. #NosCuidamosTodos #JuntosNosCuidamos #Covid19Ecuador https://t.co/rwgDo8TsVB"
1125,NEUTRO,Decir en voz alta â€œcreo que tengo Coronavirus por que me sientoâ€ y toser...#creoqueresultaria https://t.co/tnTlcHHbGQ
1126,NEUTRO,#CoronavirusenEcuador | Organizaciones civiles y econÃ³micas coinciden que el cambio de color en el semÃ¡foro en la movilidad es lo mÃ¡s adecuado en #Quito. â–¶ï¸ https://t.co/TvOsGSrcVW https://t.co/W9NuuuOvl3
1127,NEUTRO,Coronavirus: los 10 paÃ­ses que mÃ¡s han gastado en enfrentar la pandemia (y cÃ³mo se ubican los de AmÃ©rica Latina). @bbcmundo. Observar los datos de #Ecuador. #coronavirus #Covid_19 #QuedateEnCasa https://t.co/BRGuLDkl9s
1128,NEUTRO,@JulietaSagnay Confirmar esto disculpe de ser realidad se abrirán las clases https://t.co/ikR0fuWBqh
1129,NEUTRO,#NotaCritica_Ec #INFORMA ðŸ”´El ComitÃ© de Operaciones de Emergencia nacional informÃ³ sobre las cifras oficiales del coronavirus. https://t.co/mRr2TR3JKO
1130,NEUTRO,#Coronavirus: #Manta analiza cambio de semÃ¡foro rojo a amarillo para la prÃ³xima semana â–º https://t.co/jF0JhYEFeI https://t.co/QHylXpf2OU
1131,NEUTRO,"@carlosjdc79 @NoronaCarlos @CarlosVerareal Hoy en dÃ­a estÃ¡ CONFIRMADO que no tienen utilidad en el coronavirus, y crean mayor riesgo de padecer arritmias."
1132,NEUTRO,"Las curas milagrosas para coronavirus, obesidad y cualquier enfermedad en general no existen. No expongan su salud. https://t.co/mVZROtLGNI"
1133,NEUTRO,No se detengan a pensar todo lo que les arrebatÃ³ el coronavirus. Es una trampa
1134,NEUTRO,@elcomerciocom Harto coronavirus....esto es cuestión de fines de julio nomas
1135,NEUTRO,#Guayaquil | El Puerto Principal registra una semana diferente desde el inicio de la pandemia en #Ecuador –¶ï¸ https://t.co/zZlY53vItU https://t.co/V9YtdGtN7U
1136,NEUTRO,38.103 casos positivos de coronavirus registra Ecuador este miÃ©rcoles 27 de mayo de 2020 y 5.419 decesos en el contexto del COVID-19.  https://t.co/qEV3qEFVVl https://t.co/4K1n3Ohrho
1137,NEUTRO,"@DrBannerLuis @cpetersenec @BomberosGYE @alcaldiagye @FiscaliaEcuador @DEFENSORIAEC y ahora ??? Alguien investiga, @PoliciaEcuador Y LA CONTRALORÃA ????? @EcuadorCGE , ESPERAMOS ALGUN INFORME, TAL VEZ SERA EN UNOS MESES ðŸ¤·ðŸ½â€â™‚ï¸ #coronavirus #Bomberos #27May"
1138,NEUTRO,Sacerdote en #Tennessee utiliza nuevas medidas sanitarias para bautizar a bebés. Â¿QuÃ© te parece? ðŸ‘‡ Revisa la información completa haciendo click en el siguiente link ðŸ“² https://t.co/5zUAaep5eW #Sacerdote #Pistola #Bautizo #Viral #Coronavirus https://t.co/RY0ft6qOQk
1139,NEUTRO,"#NotaCritica_Ec #INFORMA ðŸ”´â€œTenemos que aprender a convivir con el coronavirus, así­ de clara fue la alcaldesa de Guayaquil, Cynthia Viteri, en una entrevista radial. https://t.co/QTqmOGHmyE https://t.co/h7NgpIrfu1"
1140,NEUTRO,Esta es la situación de los casos de coronavirus en las cárceles del país según la SNAI. https://t.co/YkQQkVLgFb
1141,NEUTRO,Hasta el 22 de mayo @CancilleriaEc coordinó el regreso de más de 11 mil ecuatorianos. El trabajo continua desde todos los consulados y embajadas para que quienes quieren regresar a su país lo hagan lo más pronto.âœ… https://t.co/s4dC2gv5Ay https://t.co/HwrZIfqHj1
1142,NEUTRO,La FiscalÃ­a hizo un operativo por supuestos actos de corrupciÃ³n en el Municipio de #Quito durante la emergencia sanitaria por la pandemia de #coronavirus. Â¿QuÃ© ocurriÃ³? Se lo contamos en PRIMICIAS. Â» https://t.co/UbWpMjaCvL #COVID19 https://t.co/DLNs2MF6yT
1143,NEUTRO,"La basí­lica de la Natividad de Belén, lugar de nacimiento de JesÃºs segÃºn la tradiciÃ³n cristiana, reabriÃ³ este martes tras estar cerrada mÃ¡s de dos meses a raÃ­z de la pandemia del nuevo coronavirus. https://t.co/HM33ZnTQvU"
1144,NEUTRO,@isravelez2 @VillaFernando_ Jajajajaja no creo que lleguemos a ese nivel de degradaciÃ³n. #coronavirus #semaforoamarillo
1145,NEUTRO,Coronavirus: Emelec los fumiga y revisa de pies a cabeza https://t.co/6VNWzbnxwX
1146,NEUTRO,Regeneron inicia pruebas en humanos de cóctel de anticuerpos vs. coronavirus https://t.co/Nin4YKl5XM https://t.co/a5nv82OCs7
1147,NEUTRO,"Durante el servicio especial por el protocolo de prevenciÃ³n del #COVID19 ,  recordamos las estaciones de #subte abiertas y los horarios de Ãºltimo tren de las cabecerasâ¬‡ï¸. Metrovias https://t.co/ucDMWdeJoQ https://t.co/fbz6PKPoAk"
1148,NEUTRO,¿Tienes entre 10 y 19 años? Llena esta encuesta (disponible hasta HOY) impulsada por @unicefecuador para conocer cÃ³mo se ha transformado tu educaciÃ³n o vida escolar durante el coronavirus #COVID-19 ðŸ˜· ðŸ“š Â¿Te animas? ðŸ™‹â€â™€ï¸ðŸ™‹â€â™‚ï¸ Ingresa aquÃ­ ðŸ”œ https://t.co/myzvzFS8pP
1149,NEUTRO,"Perlas cultivadas en conferencia Geopolitica tras el coronavirus:
Los gobiernos nos tratan como chiquillos incapaces de entender la verdad.
El tirano siempre se pinta como el protector.
No debemos ceder ni un ápice de libertad. La verdadera libertad, no la que nos conviene."
1150,NEUTRO,Coronavirus afectÃ³ la producciÃ³n de cuadernos y venta de Ãºtiles en Ecuador. VIDEO â–º https://t.co/Ai6eb1ZJ2m https://t.co/ExNVLFd3K
1151,NEUTRO,ðŸŒ #Mundo | Datos actualizados el 27 de mayo de 2020. Los detalles â¬‡ï¸ https://t.co/1IZtsu0xgr
1152,NEUTRO,Directivo de Conmebol detalla la fecha en que terminarÃ­a las copas Libertadores y Sudamericana 2020. â–º https://t.co/G7AC9yyijb  #pandemia2020  #coronavirus https://t.co/vddwlcn23C
1153,NEUTRO,Australia enfureciÃ³ a China al pedir una investigaciÃ³n sobre el coronavirus; ahora Beijing pone en la mira a susÂ exportaciones https://t.co/3GEn7uruFR
1154,NEUTRO,Casos seleccionados por la @CorteConstEcu de  Acciones de Habeas Corpus. #coronavirus #ppl https://t.co/AxbacdCSUl
1155,NEUTRO,ÚLTIMO REPORTE oficial de casos de #CoronavirusEnEcuador â–º https://t.co/gPNmGhiABI https://t.co/pvfSTwkq62
1156,NEUTRO,Sábado 30 de mayo la oraciÃ³n del Rosario con el Papa Francisco - Vatican News https://t.co/TLcgEHhz3T
1157,NEUTRO,Uso extendido de mascarillas faciales podría reducir el número de reproducción del coronavirus https://t.co/COomdnoWeP #coronavirus
1158,NEUTRO,"CUMBRE G7(AgenciAne) Presidente  Donald Trump, anuncia cumbre del G7 en junio en la Casa Blanca. Ahora elogia   su  gestiÃ³n  frente al coronavirus y ha asegurado que ha evitado la muerte de millones de personas a causa de la enfermedad que produce el coronavirus."
1159,NEUTRO,Ron Damon - Â¿Seguimos en rojo que parece verde pero es amarillo? ðŸ¤” #cuarentena @ecuabot #Covid_19 #coronavirus #Quito #Ecuador #mipais
1160,NEUTRO,@Milco75 Revisa esto. Saludos https://t.co/vegcFucI3u
1161,NEUTRO,"#Coronavirus: El alcalde de Quito Jorge Yunda resolviÃ³ la separaciÃ³n del secretario de Salud del Municipio capitalino, Lenin Mantilla y todo su equipo. EntÃ©rate. ðŸ‘‡ðŸ»"
1162,NEUTRO,creo que tengo coronavirus. guarden este tweet.
1163,NEUTRO,Así­ funcionaránn los gimnasios en Quito una vez que se apruebe su reapertura. â–º https://t.co/neHCEELCtT  #emergenciasanitaria https://t.co/XFZhRiZnYJ
1164,NEUTRO,"Siguiendo con los protocolos particulares de cada club, Barcelona evaluÃ³ a cada uno de sus jugadores para descartar el virus. https://t.co/Y8qPrMAOy1"
1165,NEUTRO,Mucho cuidado con la salud de los niños.  https://t.co/FXEp0WXY9c
1166,NEUTRO,Estos son los cantones en los que el coronavirus sigue creciendo https://t.co/BrYwbsBOf9 via @primicias
1167,NEUTRO,Reflexiones en los tiempos de #CoronaVirus: https://t.co/wpC1AymriF
1168,NEUTRO,"Alguien me hablÃ³ sobre una teorÃ­a loca pero igual la comparto, decÃ­a: â€œdesde que pasamos a semÃ¡foro amarillo ya no se escuchan casos de coronavirus y si el virus realmente jamÃ¡s existiÃ³? O si existiÃ³ realmente nunca fue tan mortal.â€ Efecto placebo a escala mundial... interesante."
1169,NEUTRO,"@Santos13Omar @jcarreraandrade @Erhydany @LoroHomero Es PsicologÃ­a, hay que leer un poquito y aprender a escribir, y por si no es entendido del tema las pruebas PCR toman tiempo (protocolos) no es como tomar la temperatura, yo estudiÃ© biologÃ­a y puedo opinar, acÃ¡ le dejo como funciona el PCR y entienda slds. https://t.co/s7RYfdwfng"
1170,NEUTRO,Código fuente abierto https://t.co/XY3Q6WGFNx
1171,NEUTRO,"@santiagocastrot ðŸ”¥ðŸ”¥ðŸ”¥ðŸš¨ðŸ™ŠðŸ¦ #IMPORTANTE #MANABÃ |El COE cantonal analizarÃ¡ este viernes la posibilidad de que #Portoviejo pase del semÃ¡foro rojo al amarillo, como parte de la prevenciÃ³n del coronavirus #Covid19 enâ€¦ https://t.co/eVnSae1WiE"
1172,NEUTRO,"¡Forma parte del Multifest School! ðŸŽ¬ En esta ediciÃ³n, la temÃ¡tica para desarrollar los trabajos es: â€œEl coronavirus en el Ecuadorâ€. CuÃ©ntanos, en una propuesta, las diferentes representaciones grÃ¡ficas y visuales sobre esta pandemia. ðŸ‘‰ https://t.co/qtApG5zgO2 https://t.co/cAdQnN4ypF"
1173,NEUTRO,¿Cuántos anuncios desaparecerÃ¡n de la televisiÃ³n este verano por culpa del coronavirus? https://t.co/NqqbAd8YM4 https://t.co/BqduzOTF7X
1174,NEUTRO,Harta pelota en Buijo Historico #coronavirus #semaforoamarillo #samborondÃ³n https://t.co/NsdZRzbeFS
1175,NEUTRO,GERMISIN ALCOHOL ANTISÃ‰PTICO 70Â° G.L. Un eficiente desinfectante de uso sanitario clinico y hospitalario. Inf. y Ventas en todo el país Whatsapp: 0978650863 #alcohol #alcoholantiseptico #Covid19Ec #Covid_19 #coronavirus #coronavirusenEcuador #EcuadorEnEmergencia #induvall_lab https://t.co/8KuRTt0Lch
1176,NEUTRO,@olinguiito Saca algo de refugiado por coronavirus ðŸ¤”ðŸ˜‚ cualquier cosa es mejor que acÃ¡.
1177,NEUTRO,"Iglesias dinamita la Comisión de Reconstrucción culpando al PP de la crisis sanitaria y acusando a Vox de golpista, por @mariano_alonsof https://t.co/CKp4xtadKx vÃ­a @libertaddigital"
1178,NEUTRO,@AlfonsoSIRS @fjsv1974 @drprovidasback @DocLuis_Litardo @mariaelisasmith @docbalcazar @MD_anestesio @santhros @ElianaCabrera9 @DejemosM @Astrea1014 @HectorYepezM @emilioer @Amparo_Medina @Monalisa2901 @Justiciapaisyf1 @thairkassam @EmilioArocaB @PESCATOREXXXXX @Janve19Jean Discuta con ellos: https://t.co/lL8OsmmqQW
1179,NEUTRO,"Estimados amigos, maÃ±ana vamos a conversar un poco sobre coronavirus en el noticiero de las 6 am de Ecuavisa. SerÃ¡ en vivo, asÃ­ que pondrÃ© a prueba la fobia que tengo de hablar en pÃºblico ðŸ¤£ðŸ™ˆ"
1180,NEUTRO,@AlfonsoSIRS @fjsv1974 @drprovidasback @DocLuis_Litardo @mariaelisasmith @docbalcazar @MD_anestesio @santhros @ElianaCabrera9 @DejemosM @Astrea1014 @HectorYepezM @emilioer @Amparo_Medina @Monalisa2901 @Justiciapaisyf1 @thairkassam @EmilioArocaB @PESCATOREXXXXX @Janve19Jean La Agencia EspaÃ±ola del Medicamento y Productos Sanitarios (AEMPS) considera que el reciente estudio publicado enÂ The LancetÂ que alertaba sobre los riesgos de la hidroxicloroquina frente al coronavirusÂ no aporta conclusiones â€œsuficientemente sÃ³lidasâ€
1181,NEUTRO,#CIENCIA Compartimos el boletÃ­n 4 del Observatorio de la PrÃ¡ctica Sanitaria de la Universidad Central del Ecuador con el tema #Coronavirus RevÃ­salo en el link: https://t.co/zX2oOMtBZk https://t.co/RuteubwiOC
1182,NEUTRO,Estas son las medidas para el trabajo presencial de los empleados en medio del covid-19 | El Comercio https://t.co/ovVdMmnEZf
1183,NEUTRO,"@CarlosVerareal No es el Coronavirus, es la pandemia RC-20!!!!"
1184,NEUTRO,"Coronavirus: Qué es un virus endémico, en lo que se podrÃ­a convertir el que causa la covid-19 (y qué ejemplos hay en el mundo) | ElUniverso https://t.co/rVY05jwOZS https://t.co/gMocSB6ykd"
1185,NEUTRO,¿Coronavirus y Avispones Gigantes? https://t.co/kXAbieCk0a ví­a @lacentralec
1186,NEUTRO,"""ðŸ“° #Nacionales | SegÃºn Gustavo Isch, secretario general de ComunicaciÃ³n de la Presidencia de la RepÃºblica, las campaÃ±as de informaciÃ³n del Gobierno Nacional sobre el #coronavirus no fueron financiadas con dinero el Estado. Los detalles â¬‡ https://t.co/yCsVtqStTd"
